EN,NT,Sem. Cat.,Sub Sem. Cat.,Speaker 1,Speaker 2,Source
his aunt (fatherʼs sister),umbíʼ,relatives,aunt,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
his aunt (motherʼs sister),unea,relatives,aunt,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
his father-in-law,utsíʼ,relatives,father-in-law,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
his mother-in-law,umbíʼ,relatives,mother-in-law,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
her father-in-law,utsíʼ,relatives,father-in-law,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
her mother-in-law,utsun,relatives,mother-in-law,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
his older brother,unday,relatives,brother,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
his older brother,undaya,relatives,brother,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
his oldest brother,unday echo,relatives,brother,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
his younger brother,uchaw,relatives,brother,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
his younger brother,uchawa,relatives,brother,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
his youngest brother,uchaw hétlʼéʼ,relatives,brother,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
his older sister,undaat,relatives,sister,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
his oldest sister,undaat echo,relatives,sister,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
his younger sister,udyóʼ,relatives,sister,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
his youngest sister,udyóʼ hétlʼéʼ,relatives,sister,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
his wife,utsʼáánʼ,relatives,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
her husband,ugálínʼ,relatives,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
his co-husband,undák,relatives,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
her co-wife,undák,relatives,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
his brother-in-law,ule,relatives,brother-in-law,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
his sister-in-law,ule,relatives,sister-in-law,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
her brother-in-law,ule,relatives,brother-in-law,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
her sister-in-law,ule,relatives,sister-in-law,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
her sister-in-law,utsʼándíʼ,relatives,sister-in-law,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
his son,uzhi,relatives,son,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
her son,uzra,relatives,son,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
his daughter,utthi,relatives,utthi,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
his daughter,utthia,relatives,daughter,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
her daughter,uyetsʼíʼ,relatives,daughter,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
his nephew (brotherʼs boy),uzhi,relatives,nephew,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
his nephew (sisterʼs boy),umbráʼ,relatives,nephew,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
his niece (brotherʼs girl),utthi,relatives,niece,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
his niece (brotherʼs girl),utthia,relatives,niece,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
his son-in-law,utthigálínʼ,relatives,son-in-law,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
her son-in-law,uyedénʼ,relatives,son-in-law,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
his daughter-in-law,utthu,relatives,daughter-in-law,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
his daughter-in-law,utthua,relatives,daughter-in-law,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
her daughter-in-law,uyaʼaat,relatives,daughter-in-law,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
his grandchild,utthu,relatives,grandchild,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
his grandchild,utthua,relatives,grandchild,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
her grandchild,uchéʼ,relatives,grandchild,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
her grandchild,uchéa,relatives,grandchild,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
his friend,uyéłák,relatives,friend,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
his friends,uyéláánʼ,relatives,friend,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
his relatives,uyéláánʼ,relatives,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
his dear friends,udzua,relatives,friend,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
his dear friends,udzúnʼ,relatives,friend,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
his sweetheart,udzua,relatives,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
his sweetheart,udzúnʼ,relatives,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
winter,yakaak,"seasons, days, months",season,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
winter,yaka,"seasons, days, months",season,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
spring,edéłyát,"seasons, days, months",season,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
break-up,tan dégro,"seasons, days, months",,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
summer,shan,"seasons, days, months",season,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
summer,sakaak,"seasons, days, months",season,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
autumn,nohodedékʼáʼ,"seasons, days, months",season,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
last year,hetthi yakaak,"seasons, days, months",,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
this year,ekáánʼ yakaak,"seasons, days, months",,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
next year,hétlʼéʼ yakaak,"seasons, days, months",,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
full moon,se kʼanámáánʼ,"seasons, days, months",,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
full moon,se nenézhen,"seasons, days, months",,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
half moon,se kʼunkʼo,"seasons, days, months",,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
half moon,se dekíʼ kʼaninkhóʼ,"seasons, days, months",,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
third quarter,se nádedeten,"seasons, days, months",,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
last quarter,se hunádedetthʼat,"seasons, days, months",,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
ring around the moon,se deka deʼeshat,"seasons, days, months",,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
night ,tondru,"seasons, days, months",,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
night,tendru,"seasons, days, months",,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
day,dzenúʼ,"seasons, days, months",,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
day,dzyan,"seasons, days, months",,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
short day,dzenúʼ hudúnkwʼan,"seasons, days, months",,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
short day,dzenúʼ dekwʼan,"seasons, days, months",,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
morning,kʼámbéʼ,"seasons, days, months",times of day,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
noon,dzyan tétlʼát,"seasons, days, months",times of day,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
afternoon,neseʼúnʼ,"seasons, days, months",times of day,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
getting dark,nohodedekhyáʼ,"seasons, days, months",times of day,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
midnight,tondru tlʼát,"seasons, days, months",times of day,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
midnight,totlʼát,"seasons, days, months",times of day,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
yesterday,hetʼénʼ kʼéʼ,"seasons, days, months",,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
today,ekʼáánʼ dzenúʼ,"seasons, days, months",,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
tomorrow,hetʼénʼ déʼ,"seasons, days, months",,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
Sunday,nédzyánʼ,"seasons, days, months",,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
Christmas,nédzyán cho,"seasons, days, months",,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
New Years,yakaak łenahúntʼen,"seasons, days, months",,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
"January (""earth month"")",nan ze,"seasons, days, months",months,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
"February (""chasing-the-moose month"")",netsʼenezhe ze,"seasons, days, months",months,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
"March (""people-get-black-from-sun month"")",dan ze,"seasons, days, months",months,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
"April (""break-up-of-ice month"")",edéłyát ze,"seasons, days, months",months,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
"July (""fish month"")",łyok ze,"seasons, days, months",months,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
"September (""moose month"")",etthánʼ ze,"seasons, days, months",months,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
"December (""winter month"")",yakaak ze,"seasons, days, months",months,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
cache,tsekʼyáʼ,shelter,cache,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
high cache,dadzaw tsékʼyáʼ,shelter,cache,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
log cache on ground,nan ka tsékʼyáʼ,shelter,cache,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
underground cache,nan tʼe tsékʼyáʼ,shelter,cache,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
campsite,dan nenetróʼ yédaak,shelter,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
brush camp,mánʼ kúnʼ,shelter,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
grave house,kúnʼ hudetsʼa,shelter,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
house,kúnʼ,shelter,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
log cabin,dechan kúnʼ,shelter,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
moss house,nínmbay kúnʼ,shelter,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
moss house,nántrúnʼ kúnʼ,shelter,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
old place,kúkʼyáʼ jat,shelter,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
old place,kúnkʼyáʼ hutróʼ,shelter,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
camp,kúkʼyáʼ jat,shelter,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
camp,kúnkʼyáʼ hutróʼ,shelter,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
shed,kúnʼ zra,shelter,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
smoke house,łetsʼíʼ kúnʼ,shelter,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
tent,dezhat,shelter,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
tent,kʼése,shelter,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
teepee,nínmbáʼ kúnʼ,shelter,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
teepee,ínmbáʼ,shelter,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
toilet,tsénʼ kúnʼ,shelter,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
town,dan kezhi,shelter,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
villge,dan kezhi,shelter,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
Indian village,dan kékʼyáʼ,shelter,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
beer parlour,sra kúnʼ,shelter,buildings,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
church,hutsʼedenedi kúnʼ,shelter,buildings,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
community hall,dan tsʼedeki kúnʼ,shelter,buildings,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
dance hall,etsʼelin kúnʼ,shelter,buildings,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
dance hall,elin kúnʼ,shelter,buildings,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
hospital,denéde kúnʼ,shelter,buildings,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
hotel,chetsʼetin kúnʼ,shelter,buildings,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
lodge,chetsʼetin kúnʼ,shelter,buildings,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
jail,denétʼro kúnʼ,shelter,buildings,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
police station,dlíʼ kúnʼ,shelter,buildings,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
post office,kʼok kúnʼ,shelter,buildings,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
restaurant,hotyáʼ,shelter,buildings,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
restaurant,netsʼeʼá kúnʼ,shelter,buildings,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
restaurant,netsʼekwan kúnʼ,shelter,buildings,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
school,dunyána hanádan kúnʼ,shelter,buildings,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
store,mbat yeʼekyáát kúnʼ,shelter,buildings,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
bedroom,kʼéndyát kúnʼ,shelter,rooms,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
corner,kúnʼ kétsʼaat,shelter,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
door,adántaan,shelter,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
floor,dechan tyáʼ,shelter,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
kitchen,etsʼetʼyóʼ yétyáák,shelter,rooms,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
kitchen,etsʼetʼyóʼ kúnʼ,shelter,rooms,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
porch,kúnʼ kʼáʼaan huʼen,shelter,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
